,name,category,subcategory,price,created_at,purchase_opportunity,description
2831,Everyday Candle Tester Set,Pillows & Decor,Candles,24.0,2021-05-10 13:22:16-06:00,Yes,"In an exclusive sample set of our Citrus & Birch, Salt & Sea, Sandalwood & Fleur, Freesia & Pear, and Neroli & Vetiver candles, the Everyday Candle Tester Set is perfect for gift-giving or finding your favorite scent. Every candle is hand-poured, hand-wicked, and labeled in small batches by expert artisans. Crafted from slow-burning soy wax and cotton wicks for a clean burn, we curated each aroma with intent and thoughtfulness. Scented with high-grade essential oils, each aroma envelops your home and sets the tone of your space."
2832,Dual Taper Candle Holder,Pillows & Decor,Candles,36.0,2021-04-15 09:36:31-06:00,No,"Elevate your home décor with our Dual Taper Candle Holder. Perfect for adding a little visual interest to unexpected places, this candle holder looks great with tapers of any color or style, allowing you to make it all your own."
2833,Gray Taper Candles (Set of 12),Pillows & Decor,Candles,32.0,2021-07-16 13:41:26-06:00,Yes,"With a deep gray hue, these taper candles easily elevate your winter styling. Whether they’re framing a fireplace, or lit as part of tablescape decor, you can’t go wrong with their neutral color and simplistic style."
2834,Black Double Candlestick,Pillows & Decor,Candles,140.0,2021-11-23 16:53:19-07:00,No,"In a black finish, the Black Double Candlestick uses bold curves and obvious footing in its design. A pronounced presence that supports decor from dramatic to elegant, this piece rounds out your styling.
This is a found item, no two are exactly alike. May vary in color from images shown."
2835,Antique Brass Taper Candle Holder,Pillows & Decor,Candles,18.0,2021-02-10 13:56:00-07:00,Yes,"The rustic quality of this Antique Brass Taper Candle Holder gives character and personality to your mantel or console vignette. Its brass finish and slender form highlights the forged nature of this piece, bringing an added element of visual interest."
2836,Wick Trimmer,Pillows & Decor,Candles,12.0,2018-08-17 11:54:23-06:00,Yes,"Maintain your candle’s wick properly with our Wick Trimmer.  It’s essential for ensuring a clean, even flame for a longer lasting candle and maximum fragrance.  Thoughtfully designed to clip and remove the wick, it makes the task much easier and safer than using scissors."
2837,Posey Table Clock,Pillows & Decor,Clocks,50.0,2020-07-14 13:23:41-06:00,Yes,"With an eye-catching gold hue, and traditional clock arms, this small nightstand clock brings the best of both form and function to your bedside. Elevated with swing arms for an added layer of dimension, the Posey Table Clock blends seamlessly with both modern and traditional design."
2838,Leather Wrapped Clock,Pillows & Decor,Clocks,58.0,2020-08-06 14:37:22-06:00,Yes,"This mid-century modern Leather Wrapped Clock brings an abundance of maturity and personality to your bedrooms and living spaces. Embracing a minimal clock face, leather surrounds this piece in soft, charming style."
2839,Glass Bookends (Set of 2),Pillows & Decor,Decorative Objects,110.0,2021-09-13 13:43:28-06:00,Yes,"Straightforward and simple, the Glass Bookends (Set of 2) keeps books in place with a uniquely minimal design. Adding weight to your styling without overwhelming the space, these are the perfect bookends for small or airy spaces."
2840,Marble Bookends (Set of 2),Pillows & Decor,Decorative Objects,34.0,2021-02-10 13:56:22-07:00,Yes,"The unique form of these square, rounded-edge marbled bookends is a simple way to frame your books on dressers, built-ins, or shelves. With subtle beige and brown marbling, our Marble Bookends direct the eye to your books and encourage browsing."
2841,Sand Ceramic Pedestal,Pillows & Decor,Decorative Objects,32.0,2021-03-10 15:53:14-07:00,Yes,"Contemporary lines are the driving force behind the modern feel of the Sand Ceramic Pedestal. Bringing a subtle sanded texture to the space while elevating your vignettes, this piece has an endearing silhouette in a clean, subdued style."
2842,Adar Marble Bookends (Set of 2),Pillows & Decor,Decorative Objects,72.0,2021-03-04 11:46:58-07:00,Yes,"A study in geometry, the Adar Marble Bookends are crafted from marble to bring a streamlined, modern touch to bookshelves and built-ins. Their straightforward lines are clean and simple, emphasizing shapes that create moments of interest in a contemporary style."
2843,Leather Strap Memo Board,Pillows & Decor,Decorative Objects,132.0,2019-11-25 14:15:40-07:00,Yes,"From inspiration boards, to pin up calendars in the kitchen, our Leather Strap Memo Board can do it all. Crafted with a linen center and wrapped in leather that will darken naturally over time, this memo board is as chic as it is functional."
2844,Wooden Door Stop,Pillows & Decor,Decorative Objects,120.0,2020-06-10 11:17:02-06:00,Yes,"With a textural material mix of wood and rope, this Wooden Door Stop is substantial in both size and weight. Functional and versatile, this piece can be used as a door stop, or simply styled in your built-ins to add visual weight."
2845,Petrified Wood Bookends (Set of 2),Pillows & Decor,Decorative Objects,160.0,2020-12-17 12:27:56-07:00,Yes,"Modern meets organic with the simplistic shape of our Petrified Wood Bookends. Styled in your built-ins, these bookends bring just the right amount of dimension, with an added masculine touch."
2846,Brass Loop Object,Pillows & Decor,Decorative Objects,50.0,2021-03-04 11:46:59-07:00,Yes,"Straightforward and simple, the Brass Loop Object brings visual weight to your vignettes. Crafted entirely from brass, these loops are thoughtfully linked and are a stunning expression of intentional composition and design."
2847,Raw Steel Stand,Pillows & Decor,Decorative Objects,147.0,2019-05-15 15:50:31-06:00,Yes,"Rustic and eclectic with the flair of vintage design, our Raw Steel Stand is the perfect place to display your favorite photos or vintage artwork. Styled in an office or on full display in your living room, this piece adds a customizable touch to your space."
2848,Jute & Wood Garland,Pillows & Decor,Decorative Objects,18.0,2019-02-21 12:32:42-07:00,Yes,"Crafted with plenty of texture from Jute & Wood, this beaded garland brings a whimsical feel to your space with its tasseled ends. Layer in open shelving or on a stack of books for that sophisticated finishing touch."
2849,Vintage Brown Crock,Pillows & Decor,Decorative Objects,150.0,2021-11-15 13:47:30-07:00,Yes,"Calling attention to its vintage nature with the natural patina that graces its rich brown finish, the Vintage Brown Crock has a distinctive silhouette that adds shape to the kitchen. As part of our Vintage Collection, this vintage crock was hand-selected by our team for the unique character, heirloom quality, and the beauty it will add to the home."
2850,Black Infinity Loop,Pillows & Decor,Decorative Objects,70.0,2021-03-04 14:21:50-07:00,Yes,"Crafted from metal in an intentional design, the Black Infinity Loop brings visual weight to everything from coffee tables and built-ins to consoles and cabinets. Its thoughtful composition is artfully simple, filling empty spaces with lines and shapes that are both straightforward and nuanced."
2851,Cement Head Sculpture,Pillows & Decor,Decorative Objects,40.0,2020-07-31 12:31:24-06:00,Yes,"Take a unique approach to your built-ins with the Cement Head Sculpture. Crafted with a keen attention to detail, this piece elevates your home with an eclectic, high-end look and feel."
2852,Curved Aluminum Interlude Object,Pillows & Decor,Decorative Objects,54.0,2020-01-08 15:42:02-07:00,Yes,"Featuring a crisp white hue and smooth curves, our Curved Aluminum Interlude Object makes the most of its architectural form. Handmolded and designed to sit perfectly in a styled bookshelf, this piece draws plenty of interest without overwhelming additional decor."
2853,Vintage French Cake Mold,Pillows & Decor,Decorative Objects,115.0,2021-11-15 13:47:34-07:00,No,"Bringing antique expression to kitchen decor, the Vintage French Cake Mold is crafted from metal with distinct fluting, petite handles, and natural wear. As part of our Vintage Collection, this vintage cake mold was hand-selected by our team for its unique character, heirloom quality, and the beauty it will add to the home."
2854,White Marble Place Card Holder (Set of 4),Pillows & Decor,Decorative Objects,20.0,2020-12-17 12:27:57-07:00,Yes,"Crafted from white marble in a small, cylindrical design, the White Marble Place Card Holder enriches dining settings with a touch of intentionality. Its soft white hue is marbled with gray-toned beige, with a natural marble texture that makes mixing materials easy and elegant."
2855,Found Umber Beads,Pillows & Decor,Decorative Objects,45.0,2020-05-11 15:00:15-06:00,Yes,"Whether it’s a bowl or vase placed as part of your entryway vignette, or a beautiful decorative object styled in your built-ins or kitchen, every room deserves at least one found piece. Bringing found pieces into your home allows you to add your own personality to the space, while leaning into a more intentionally elevated style. Each piece has a story written in its form, that’s only going to develop over time. Whether the piece is crafted from wood, ceramic, or even metal its unique texture will enhance your home with a timeless feel and timeworn character for years to come. 
Our found pieces may have imperfections and/or irregularities; these blemishes add to the charm and character of the individual piece."
2856,Wooden Easel Object,Pillows & Decor,Decorative Objects,42.0,2019-03-07 17:21:48-07:00,Yes,"A unique way to add artistry to your home –– use the Wooden Easel Object to display vintage art in your living room, a kids book in the playroom, or keep a recipe open in the kitchen.  Its simple wooden frame is beautiful on its own while adding warmth and rustic character wherever it’s used."
2857,Vintage Natural Paint Brush,Pillows & Decor,Decorative Objects,60.0,2021-11-15 13:47:37-07:00,Yes,"With the Vintage Natural Paint Brush, simple wood handles are met with bristles stained by memories of creativity and playful whimsy. Each entirely unique, every vintage paint brush was hand-selected by our team for the character, heirloom quality, and beauty they will add to the home."
2858,Wooden Book Display,Pillows & Decor,Decorative Objects,118.0,2021-03-16 14:43:14-06:00,No,"Crafted from oak wood, our Wooden Book Display is perfect for any corner of the home. Whether it’s laying out an interesting read in your office, or holding books beside a sofa, its versatile hue blends seamlessly with existing decor."
2859,Found Sable Brown Beads,Pillows & Decor,Decorative Objects,33.99,2020-05-11 15:00:16-06:00,Yes,"Whether it’s a bowl or vase placed as part of your entryway vignette, or a beautiful decorative object styled in your built-ins or kitchen, every room deserves at least one found piece. Bringing found pieces into your home allows you to add your own personality to the space, while leaning into a more intentionally elevated style. Each piece has a story written in its form, that’s only going to develop over time. Whether the piece is crafted from wood, ceramic, or even metal its unique texture will enhance your home with a timeless feel and timeworn character for years to come. 
Our found pieces may have imperfections and/or irregularities; these blemishes add to the charm and character of the individual piece."
2860,Handcrafted Linen Book,Pillows & Decor,Decorative Objects,32.0,2020-02-05 13:28:21-07:00,Yes,"With linen fabric and handmade paper, the Handcrafted Linen Book fills out your styling with an academic, sophisticated look. Its traditional binding holds its white two-toned linen fabric, giving a warm touch of texture wherever it is styled."
